Force Away	KTK	2014-09-27 22:32:20	1
Singing Bell Strike	KTK	2014-09-27 22:32:26	2
Crippling Chill	KTK	2014-09-27 22:32:33	2
Quiet Contemplation	KTK	2014-09-27 22:32:41	1
Cancel	KTK	2014-09-27 22:32:47	2
Weave Fate	KTK	2014-09-27 22:32:55	1
Blinding Spray	KTK	2014-09-27 22:33:08	2
Disowned Ancestor	KTK	2014-09-27 22:33:17	2
Mardu Skullhunter	KTK	2014-09-27 22:33:26	4
Bellowing Saddlebrute	KTK	2014-09-27 22:33:37	1
Mer-Ek Nightblade	KTK	2014-09-27 22:34:32	1
Sidisi's Pet	KTK	2014-09-27 22:36:04	1
Unyielding Krumar	KTK	2014-09-27 22:36:15	2
Kheru Dreadmaw	KTK	2014-09-27 22:36:23	1
Rotting Mastodon	KTK	2014-09-27 22:36:32	3
Swarm of Bloodflies	KTK	2014-09-27 22:36:41	1
Krumar Bond-Kin	KTK	2014-09-27 22:36:51	1
Sultai Scavenger	KTK	2014-09-27 22:36:59	1
Shambling Attendants	KTK	2014-09-27 22:37:07	1
Necropolis Fiend	KTK	2014-09-27 22:37:17	1
Molting Snakeskin	KTK	2014-09-27 22:37:27	3
Debilitating Injury	KTK	2014-09-27 22:42:20	2
Gurmag Swiftwing	KTK	2014-09-27 22:42:25	1
Rakshasa's Secret	KTK	2014-09-27 22:42:46	2
Dutiful Return	KTK	2014-09-27 22:43:04	1
Raiders' Spoils	KTK	2014-09-27 22:43:18	1
Throttle	KTK	2014-09-27 22:43:24	1
Rite of the Serpent	KTK	2014-09-27 22:43:29	1
Leaping Master	KTK	2014-09-27 22:43:41	2
Valley Dasher	KTK	2014-09-27 22:43:47	2
War-Name Aspirant	KTK	2014-09-27 22:43:53	1
Horde Ambusher	KTK	2014-09-27 22:43:59	1
Bloodfire Expert	KTK	2014-09-27 22:44:07	4
Bloodfire Mentor	KTK	2014-09-27 22:44:20	1
Mardu Heart-Piercer	KTK	2014-09-27 22:44:28	1
Mardu Warshrieker	KTK	2014-09-27 22:44:34	1
Summit Prowler	KTK	2014-09-27 22:44:58	3
Canyon Lurkers	KTK	2014-09-27 22:45:07	1
Ainok Tracker	KTK	2014-09-27 22:45:14	3
Shatter	KTK	2014-09-27 22:45:22	1
Tormenting Voice	KTK	2014-09-27 22:45:31	4
Act of Treason	KTK	2014-09-27 22:45:41	1
Barrage of Boulders	KTK	2014-09-27 22:45:47	1
Dragon Grip	KTK	2014-09-27 22:45:53	1
Goblinslide	KTK	2014-09-27 22:45:58	1
Howl of the Horde	KTK	2014-09-27 22:46:04	1
Trumpet Blast	KTK	2014-09-27 22:46:12	1
Hordeling Outburst	KTK	2014-09-27 22:46:18	1
Swift Kick	KTK	2014-09-27 22:46:24	1
Bring Low	KTK	2014-09-27 22:46:31	1
Bring Low	KTK	2014-09-27 22:46:48	1
Arrow Storm	KTK	2014-09-27 22:46:59	1
Crater's Claws	KTK	2014-09-27 22:49:35	1
Kin-Tree Warden	KTK	2014-09-27 22:49:49	1
Archers' Parapet	KTK	2014-09-27 22:49:59	3
Heir of the Wilds	KTK	2014-09-27 22:50:15	2
Highland Game	KTK	2014-09-27 22:50:21	2
Smoke Teller	KTK	2014-09-27 22:50:41	3
Temur Charger	KTK	2014-09-27 22:50:49	1
Alpine Grizzly	KTK	2014-09-27 22:50:59	3
Longshot Squad	KTK	2014-09-27 22:51:18	3
Sagu Archer	KTK	2014-09-27 22:51:25	2
Hooting Mandrills	KTK	2014-09-27 22:51:39	1
Tusked Colossodon	KTK	2014-09-27 22:51:45	2
Woolly Loxodon	KTK	2014-09-27 22:52:55	1
Hooded Hydra	KTK	2014-09-27 22:53:14	1
Feed the Clan	KTK	2014-09-27 22:53:21	2
Naturalize	KTK	2014-09-27 22:53:29	3
Savage Punch	KTK	2014-09-27 22:53:41	1
Awaken the Bear	KTK	2014-09-27 22:53:50	2
Dragonscale Boon	KTK	2014-09-27 22:53:56	1
Sultai Flayer	KTK	2014-09-27 22:54:05	1
Incremental Blight	ARC	2014-09-27 22:54:14	1
Incremental Growth	KTK	2014-09-27 22:54:25	1
Incremental Blight	ARC	2014-09-27 22:54:43	-1
Chief of the Edge	KTK	2014-09-27 22:54:54	2
Chief of the Scale	KTK	2014-09-27 22:55:04	3
Mindswipe	KTK	2014-09-27 22:55:12	1
Mindswipe	KTK	2014-09-27 22:56:32	1
Highspire Mantis	KTK	2014-09-27 22:56:41	1
Deflecting Palm	KTK	2014-09-27 22:56:48	1
Ride Down	KTK	2014-09-27 22:56:53	1
Siege Rhino	KTK	2014-09-27 22:56:58	1
Ivorytusk Fortress	KTK	2014-09-27 22:57:07	1
Armament Corps	KTK	2014-09-27 22:57:14	1
Abzan Guide	KTK	2014-09-27 22:57:21	1
Abzan Charm	KTK	2014-09-27 22:57:27	1
Sage of the Inward Eye	KTK	2014-09-27 22:57:35	1
Warden of the Eye	KTK	2014-09-27 22:57:41	1
Efreet Weaponmaster	KTK	2014-09-27 22:58:11	1
Narset, Enlightened Master	KTK	2014-09-27 22:58:17	1
Jeskai Charm	KTK	2014-09-27 22:58:22	1
Abomination of Gudul	KTK	2014-09-27 22:58:29	2
Kheru Lich Lord	KTK	2014-09-27 22:58:36	1
Mardu Roughrider	KTK	2014-09-27 22:58:49	1
Ponyback Brigade	KTK	2014-09-27 22:59:03	2
Crackling Doom	KTK	2014-09-27 22:59:13	1
Mardu Charm	KTK	2014-09-27 22:59:19	1
Mardu Charm	KTK	2014-09-27 22:59:25	1
Savage Knuckleblade	KTK	2014-09-27 22:59:42	1
Bear's Companion	KTK	2014-09-27 22:59:53	1
Snowhorn Rider	KTK	2014-09-27 23:00:02	1
Temur Ascendancy	KTK	2014-09-27 23:00:10	1
Trap Essence	KTK	2014-09-27 23:00:18	1
Witness of the Ages	KTK	2014-09-27 23:00:22	1
Lens of Clarity	KTK	2014-09-27 23:00:27	1
Cranial Archive	KTK	2014-09-27 23:00:31	1
Heart-Piercer Bow	KTK	2014-09-27 23:00:37	1
Abzan Banner	KTK	2014-09-27 23:00:45	3
Jeskai Banner	KTK	2014-09-27 23:00:55	3
Sultai Banner	KTK	2014-09-27 23:01:02	1
Mardu Banner	KTK	2014-09-27 23:01:07	1
Temur Banner	KTK	2014-09-27 23:01:15	3
Briber's Purse	KTK	2014-09-27 23:01:27	1
Sandsteppe Citadel	KTK	2014-09-27 23:01:42	2
Nomad Outpost	KTK	2014-09-27 23:01:51	1
Frontier Bivouac	KTK	2014-09-27 23:01:56	1
Bloodstained Mire	KTK	2014-09-27 23:02:05	1
Wooded Foothills	KTK	2014-09-27 23:02:10	1
Tomb of the Spirit Dragon	KTK	2014-09-27 23:02:17	1
Tranquil Cove	KTK	2014-09-27 23:02:32	3
Dismal Backwater	KTK	2014-09-27 23:02:39	3
Bloodfell Caves	KTK	2014-09-27 23:02:47	3
Rugged Highlands	KTK	2014-09-27 23:02:54	3
Blossoming Sands	KTK	2014-09-27 23:03:00	1
Scoured Barrens	KTK	2014-09-27 23:03:08	1
Swiftwater Cliffs	KTK	2014-09-27 23:03:15	1
Jungle Hollow	KTK	2014-09-27 23:03:22	1
Thornwood Falls	KTK	2014-09-27 23:03:35	3
Plains	KTK	2014-09-27 23:03:55	6
Island	KTK	2014-09-27 23:04:05	4
Swamp	KTK	2014-09-27 23:04:13	3
Mountain	KTK	2014-09-27 23:04:21	4
Forest	KTK	2014-09-27 23:04:28	2
Tortured Existence	STH	2014-10-01 16:39:12	1
Seething Anger	STH	2014-10-01 16:39:22	1
Military Intelligence	M15	2014-10-01 16:39:35	1
Mardu Hordechief	KTK	2014-10-01 16:40:07	3
Timely Hordemate	KTK	2014-10-01 16:40:23	1
Brave the Sands	KTK	2014-10-01 16:40:40	1
Embodiment of Spring	KTK	2014-10-01 16:40:51	3
Jeskai Elder	KTK	2014-10-01 16:41:19	4
Mystic of the Hidden Way	KTK	2014-10-01 16:41:31	4
Stubborn Denial	KTK	2014-10-01 16:41:49	1
Taigam's Scheming	KTK	2014-10-01 16:42:35	4
Quiet Contemplation	KTK	2014-10-01 16:42:51	3
Set Adrift	KTK	2014-10-01 16:43:08	1
Treasure Cruise	KTK	2014-10-01 16:43:20	4
Disowned Ancestor	KTK	2014-10-01 16:43:32	2
Kheru Bloodsucker	KTK	2014-10-01 16:43:43	1
Despise	KTK	2014-10-01 16:43:56	2
Grim Haruspex	KTK	2014-10-01 16:44:17	1
Bitter Revelation	KTK	2014-10-01 16:44:43	4
Raiders' Spoils	KTK	2014-10-01 16:44:55	3
Murderous Cut	KTK	2014-10-01 16:45:07	1
Dead Drop	KTK	2014-10-01 16:45:17	1
War-Name Aspirant	KTK	2014-10-01 16:45:25	1
Goblinslide	KTK	2014-10-01 16:45:35	3
Heir of the Wilds	KTK	2014-10-01 16:46:31	2
Tuskguard Captain	KTK	2014-10-01 16:46:42	4
Scout the Borders	KTK	2014-10-01 16:47:01	4
Scout the Borders	KTK	2014-10-01 16:47:02	4
Scout the Borders	KTK	2014-10-01 16:47:07	-4
Chief of the Edge	KTK	2014-10-01 16:47:27	1
Chief of the Scale	KTK	2014-10-01 16:47:29	1
Kin-Tree Invocation	KTK	2014-10-01 16:47:42	1
Death Frenzy	KTK	2014-10-01 16:47:50	1
Winterflame	KTK	2014-10-01 16:47:59	3
Master the Way	KTK	2014-10-01 16:48:13	1
Temur Charm	KTK	2014-10-01 16:56:49	1
Sultai Charm	KTK	2014-10-01 16:56:56	2
Opulent Palace	KTK	2014-10-01 16:59:16	1
Nomad Outpost	KTK	2014-10-01 17:01:29	2
Frontier Bivouac	KTK	2014-10-01 17:01:39	1
Tranquil Cove	KTK	2014-10-01 17:04:58	4
Dismal Backwater	KTK	2014-10-01 17:05:36	1
Bloodfell Caves	KTK	2014-10-01 17:05:41	1
Rugged Highlands	KTK	2014-10-01 17:05:48	1
Blossoming Sands	KTK	2014-10-01 17:06:00	3
Scoured Barrens	KTK	2014-10-01 17:06:15	3
Swiftwater Cliffs	KTK	2014-10-01 17:06:24	3
Jungle Hollow	KTK	2014-10-01 17:06:41	3
Wind-Scarred Crag	KTK	2014-10-01 17:07:07	4
Thornwood Falls	KTK	2014-10-01 17:07:12	1
Maze of Shadows	TMP	2014-10-17 22:10:44	1
Goblin Lookout	LGN	2014-10-17 22:10:54	2
Decree of Justice	SCG	2014-10-17 22:11:06	1
Ninja of the Deep Hours	BOK	2014-10-17 22:11:23	1
Kagemaro, First to Suffer	SOK	2014-10-17 22:14:00	1
Hanweir Watchkeep	ISD	2014-10-17 22:14:16	1
Bane of Hanweir	ISD	2014-10-17 22:14:16	1
Spectral Flight	ISD	2014-10-17 22:14:41	1
Kin-Tree Warden	KTK	2014-10-17 22:14:51	3
Armament Master	ZEN	2014-10-20 19:47:11	4
Quest for Ula's Temple	WWK	2014-10-20 19:48:06	1
Razortooth Rats	WTH	2014-10-20 19:54:32	1
Gallowbraid	WTH	2014-10-20 19:55:15	1
Morinfen	WTH	2014-10-20 19:55:22	1
Brood of Cockroaches	VIS	2014-10-20 19:55:30	1
Zephid's Embrace	USG	2014-10-20 19:55:49	1
Yawgmoth's Bargain	UDS	2014-10-20 20:02:45	1
Unworthy Dead	USG	2014-10-20 20:02:54	1
Sicken	USG	2014-10-20 20:02:59	1
Sanguine Guard	DDE	2014-10-20 20:03:05	1
Sanguine Guard	DDE	2014-10-20 20:03:14	-1
Sanguine Guard	USG	2014-10-20 20:03:22	1
Priest of Gix	DDE	2014-10-20 20:03:33	1
Priest of Gix	DDE	2014-10-20 20:03:45	-1
Priest of Gix	USG	2014-10-20 20:03:50	1
Parasitic Bond	USG	2014-10-20 20:03:57	1
Lurking Evil	USG	2014-10-20 20:04:04	1
Gaea's Embrace	USG	2014-10-20 20:04:16	1
Bog Raiders	USG	2014-10-20 20:04:30	1
Bereavement	USG	2014-10-20 20:04:39	1
Sick and Tired	ULG	2014-10-20 20:04:48	1
Phyrexian Denouncer	ULG	2014-10-20 20:05:52	1
Phyrexian Defiler	ULG	2014-10-20 20:06:01	1
Phyrexian Debaser	DDE	2014-10-20 20:06:07	1
Phyrexian Debaser	DDE	2014-10-20 20:06:14	-1
Phyrexian Debaser	ULG	2014-10-20 20:06:24	1
Phyrexian Broodlings	ULG	2014-10-20 20:06:32	1
Ghitu War Cry	ULG	2014-10-20 20:06:38	1
Angel's Trumpet	ULG	2014-10-20 20:06:44	1
Yavimaya Elder	UDS	2014-10-20 20:07:03	1
Skittering Horror	UDS	2014-10-20 20:07:10	1
Phyrexian Monitor	UDS	2014-10-20 20:07:18	1
Jaya Ballard, Task Mage	TSP	2014-10-20 20:07:37	3
Griffin Guide	TSP	2014-10-20 20:10:21	3
Steam Augury	THS	2014-10-20 20:10:29	1
Spear of Heliod	THS	2014-10-20 20:10:37	1
Anax and Cymede	THS	2014-10-20 20:10:48	4
Torture Chamber	TMP	2014-10-20 20:11:00	1
Phyrexian Splicer	TMP	2014-10-20 20:11:10	1
Imps' Taunt	TMP	2014-10-20 20:11:35	1
Dark Banishing	TMP	2014-10-20 20:11:49	1
Coercion	TMP	2014-10-20 20:12:00	1
Auratog	TMP	2014-10-20 20:12:09	4
Hollowsage	SHM	2014-10-20 20:12:27	1
Acid Web Spider	SOM	2014-10-20 20:12:33	1
Evermind	SOK	2014-10-20 20:12:39	4
Blood Clock	SOK	2014-10-20 20:12:50	1
Arashi, the Sky Asunder	SOK	2014-10-20 20:12:58	1
Suffer the Past	ROE	2014-10-20 20:13:05	1
Hellcarver Demon	ROE	2014-10-20 20:13:12	1
Broodwarden	ROE	2014-10-20 20:13:20	1
Wayfaring Temple	RTR	2014-10-20 20:13:30	1
Nivmagus Elemental	RTR	2014-10-20 20:18:37	3
Hypersonic Dragon	RTR	2014-10-20 20:18:48	1
Havoc Festival	RTR	2014-10-20 20:18:58	1
Vulturous Zombie	CMD	2014-10-20 20:19:11	1
Vulturous Zombie	CMD	2014-10-20 20:19:25	-1
Vulturous Zombie	RAV	2014-10-20 20:19:40	1
Sunforger	RAV	2014-10-20 20:19:47	1
Mageta the Lion	PCY	2014-10-20 20:19:53	1
Phyrexian Bloodstock	PLS	2014-10-20 20:20:02	1
Death Bomb	PLS	2014-10-20 20:20:10	1
Reckless Wurm	PLC	2014-10-20 20:20:22	2
Mirri the Cursed	PLC	2014-10-20 20:20:35	1
Aeon Chronicler	PLC	2014-10-20 20:20:55	3
Cryptic Gateway	ONS	2014-10-20 20:21:09	1
Recoup	ODY	2014-10-20 20:21:18	1
Predator, Flagship	NEM	2014-10-20 20:21:28	1
Phyrexian Prowler	NEM	2014-10-20 20:21:38	1
Dominate	NEM	2014-10-20 20:21:44	1
Belbe's Percher	NEM	2014-10-20 20:21:55	1
Countryside Crusher	MOR	2014-10-20 20:22:06	3
Worm Harvest	MMA	2014-10-20 20:23:29	2
Reach of Branches	MMA	2014-10-20 20:23:42	3
Eternal Witness	MMA	2014-10-20 20:23:50	1
Adarkar Valkyrie	MMA	2014-10-20 20:24:41	1
Spectral Procession	DDK	2014-10-20 20:24:55	4
Spectral Procession	DDK	2014-10-20 20:25:38	-4
Spectral Procession	DDK	2014-10-20 20:27:00	4
Lingering Souls	DDK	2014-10-20 20:27:17	4
Lingering Souls	DDK	2014-10-20 20:27:25	-1
Noble Purpose	MMQ	2014-10-20 20:27:34	1
Hunter of Eyeblights	LRW	2014-10-20 20:27:57	1
Retribution of the Ancients	KTK	2014-10-20 20:28:05	1
Pearl Lake Ancient	KTK	2014-10-20 20:28:21	1
Meandering Towershell	KTK	2014-10-20 20:28:29	1
Duneblast	KTK	2014-10-20 20:28:35	1
Dragon Throne of Tarkir	KTK	2014-10-20 20:28:44	1
Ankle Shanker	KTK	2014-10-20 20:28:51	1
Book Burning	JUD	2014-10-20 20:29:13	1
Spawn of Thraxes	JOU	2014-10-20 20:29:20	1
Battlefield Thaumaturge	JOU	2014-10-20 20:29:29	3
Planar Portal	INV	2014-10-20 20:29:40	1
Phyrexian Slayer	INV	2014-10-20 20:29:48	1
Phyrexian Reaper	INV	2014-10-20 20:29:53	1
Phyrexian Battleflies	INV	2014-10-20 20:30:06	1
Cursed Flesh	INV	2014-10-20 20:30:15	1
Annihilate	INV	2014-10-20 20:30:24	1
Unburial Rites	ISD	2014-10-20 20:30:32	4
Ludevic's Test Subject	ISD	2014-10-20 20:33:28	3
Ludevic's Abomination	ISD	2014-10-20 20:33:28	3
Scourge of Kher Ridges	FUT	2014-10-20 20:33:41	1
Arc Blade	FUT	2014-10-20 20:33:46	2
Sapling of Colfenor	EVE	2014-10-20 20:33:54	1
Razorfin Abolisher	EVE	2014-10-20 20:34:01	1
Rakdos Pit Dragon	DD2	2014-10-20 20:34:12	3
Sire of Insanity	DGM	2014-10-20 20:34:21	1
Blood Scrivener	DGM	2014-10-20 20:34:30	3
Seal of Fire	DIS	2014-10-20 20:34:43	2
Seal of Doom	DIS	2014-10-20 20:34:50	2
Rakdos Guildmage	DIS	2014-10-20 20:35:03	4
Rakdos Augermage	DIS	2014-10-20 20:35:13	3
Ragamuffyn	DIS	2014-10-20 20:35:20	1
Grenzo, Dungeon Warden	CNS	2014-10-20 20:35:29	1
Wall of Reverence	CON	2014-10-20 20:35:39	1
Sphinx of the Steel Wind	C13	2014-10-20 20:35:51	1
Flickerwisp	C13	2014-10-20 20:36:07	3
Phyrexian Soulgorger	CSP	2014-10-20 20:36:26	1
Phyrexian Snowcrusher	CSP	2014-10-20 20:36:32	1
Phyrexian Ironfoot	CSP	2014-10-20 20:36:40	1
Myojin of Cleansing Fire	CHK	2014-10-20 20:36:48	1
Long-Forgotten Gohei	CHK	2014-10-20 20:36:55	1
Hikari, Twilight Guardian	CHK	2014-10-20 20:37:03	1
Yomiji, Who Bars the Way	BOK	2014-10-20 20:37:08	1
Oyobi, Who Split the Heavens	BOK	2014-10-20 20:37:15	1
Thunderous Wrath	AVR	2014-10-20 20:37:22	1
Foul Presence	APC	2014-10-20 20:37:28	1
Phyrexian War Beast	ALL	2014-10-20 20:37:42	1
Phyrexian Boon	ALL	2014-10-20 20:37:50	1
Spellbound Dragon	ARB	2014-10-20 20:37:55	1
Blinking Spirit	9ED	2014-10-20 20:38:03	1
Verduran Enchantress	3ED	2014-10-20 20:38:44	3
Paragon of Gathering Mists	M15	2014-10-20 20:38:57	1
Mercurial Pretender	M15	2014-10-20 20:39:06	1
In Garruk's Wake	M15	2014-10-20 20:39:12	1
Cruel Sadist	M15	2014-10-20 20:39:17	1
Aetherspouts	M15	2014-10-20 20:39:34	1
Scourge of Valkas	M14	2014-10-20 20:39:44	1
Indestructibility	M14	2014-10-20 20:39:54	1
Darksteel Ingot	M14	2014-10-20 20:40:07	2
Onyx Mage	M12	2014-10-20 20:40:16	1
Upwelling	10E	2014-10-20 20:40:25	1
Teferi, Temporal Archmage	C14	2014-11-08 18:50:59	1
Stitcher Geralf	C14	2014-11-08 18:50:59	1
Lorthos, the Tidemaker	C14	2014-11-08 18:51:00	1
Dulcet Sirens	C14	2014-11-08 18:51:00	1
Reef Worm	C14	2014-11-08 18:51:00	1
Ixidron	C14	2014-11-08 18:51:00	1
Stormsurge Kraken	C14	2014-11-08 18:51:00	1
Frost Titan	C14	2014-11-08 18:51:00	1
Sphinx of Jwar Isle	C14	2014-11-08 18:51:00	1
Sphinx of Magosi	C14	2014-11-08 18:51:00	1
Phyrexian Ingester	C14	2014-11-08 18:51:00	1
Sphinx of Uthuun	C14	2014-11-08 18:51:00	1
Hoverguard Sweepers	C14	2014-11-08 18:51:00	1
Breaching Leviathan	C14	2014-11-08 18:51:00	1
Deep-Sea Kraken	C14	2014-11-08 18:51:01	1
Infinite Reflection	C14	2014-11-08 18:51:01	1
Well of Ideas	C14	2014-11-08 18:51:01	1
Cyclonic Rift	C14	2014-11-08 18:51:01	1
Cackling Counterpart	C14	2014-11-08 18:51:01	1
Domineering Will	C14	2014-11-08 18:51:01	1
Intellectual Offering	C14	2014-11-08 18:51:01	1
Stroke of Genius	C14	2014-11-08 18:51:01	1
Rite of Replication	C14	2014-11-08 18:51:01	1
Aether Gale	C14	2014-11-08 18:51:01	1
Distorting Wake	C14	2014-11-08 18:51:01	1
Steel Hellkite	C14	2014-11-08 18:51:01	1
Sapphire Medallion	C14	2014-11-08 18:51:02	1
Crown of Doom	C14	2014-11-08 18:51:02	1
Nevinyrral's Disk	C14	2014-11-08 18:51:02	1
Island	C14	2014-11-08 18:51:02	31
Coral Atoll	C14	2014-11-08 18:51:02	1
Ghost Quarter	C14	2014-11-08 18:51:02	1
Lonely Sandbar	C14	2014-11-08 18:51:02	1
Myriad Landscape	C14	2014-11-08 18:51:02	1
Remote Isle	C14	2014-11-08 18:51:02	1
Tectonic Edge	C14	2014-11-08 18:51:02	1
Zoetic Cavern	C14	2014-11-08 18:51:02	1
Azure Mage	C14	2014-11-08 18:51:02	1
Fathom Seer	C14	2014-11-08 18:51:03	1
Fog Bank	C14	2014-11-08 18:51:03	1
Willbender	C14	2014-11-08 18:51:03	1
Riptide Survivor	C14	2014-11-08 18:51:03	1
Sea Gate Oracle	C14	2014-11-08 18:51:03	1
Shaper Parasite	C14	2014-11-08 18:51:03	1
Mulldrifter	C14	2014-11-08 18:51:03	1
Brine Elemental	C14	2014-11-08 18:51:03	1
Fool's Demise	C14	2014-11-08 18:51:03	1
Pongify	C14	2014-11-08 18:51:03	1
Into the Roil	C14	2014-11-08 18:51:03	1
Turn to Frog	C14	2014-11-08 18:51:03	1
Exclude	C14	2014-11-08 18:51:03	1
Dismiss	C14	2014-11-08 18:51:04	1
Call to Mind	C14	2014-11-08 18:51:04	1
Compulsive Research	C14	2014-11-08 18:51:04	1
Concentrate	C14	2014-11-08 18:51:04	1
Rush of Knowledge	C14	2014-11-08 18:51:04	1
Artisan of Kozilek	C14	2014-11-08 18:51:04	1
Everflowing Chalice	C14	2014-11-08 18:51:04	1
Tormod's Crypt	C14	2014-11-08 18:51:04	1
Sol Ring	C14	2014-11-08 18:51:04	1
Mind Stone	C14	2014-11-08 18:51:04	1
Sky Diamond	C14	2014-11-08 18:51:04	1
Swiftfoot Boots	C14	2014-11-08 18:51:04	1
Commander's Sphere	C14	2014-11-08 18:51:04	1
Unstable Obelisk	C14	2014-11-08 18:51:05	1
Worn Powerstone	C14	2014-11-08 18:51:05	1
Assault Suit	C14	2014-11-08 18:51:05	1
Thran Dynamo	C14	2014-11-08 18:51:05	1
Ur-Golem's Eye	C14	2014-11-08 18:51:05	1
Dreamstone Hedron	C14	2014-11-08 18:51:05	1
Ob Nixilis of the Black Oath	C14	2014-11-08 18:51:21	1
Ghoulcaller Gisa	C14	2014-11-08 18:51:21	1
Drana, Kalastria Bloodchief	C14	2014-11-08 18:51:21	1
Skirsdag High Priest	C14	2014-11-08 18:51:21	1
Nantuko Shade	C14	2014-11-08 18:51:22	1
Flesh Carver	C14	2014-11-08 18:51:22	1
Crypt Ghast	C14	2014-11-08 18:51:22	1
Disciple of Bolas	C14	2014-11-08 18:51:22	1
Abyssal Persecutor	C14	2014-11-08 18:51:22	1
Liliana's Reaver	C14	2014-11-08 18:51:22	1
Magus of the Coffers	C14	2014-11-08 18:51:22	1
Raving Dead	C14	2014-11-08 18:51:22	1
Bloodgift Demon	C14	2014-11-08 18:51:22	1
Demon of Wailing Agonies	C14	2014-11-08 18:51:22	1
Grave Titan	C14	2014-11-08 18:51:22	1
Pontiff of Blight	C14	2014-11-08 18:51:22	1
Reaper from the Abyss	C14	2014-11-08 18:51:22	1
Xathrid Demon	C14	2014-11-08 18:51:23	1
Butcher of Malakir	C14	2014-11-08 18:51:23	1
Overseer of the Damned	C14	2014-11-08 18:51:23	1
Pestilence Demon	C14	2014-11-08 18:51:23	1
Bad Moon	C14	2014-11-08 18:51:23	1
Spoils of Blood	C14	2014-11-08 18:51:23	1
Malicious Affliction	C14	2014-11-08 18:51:23	1
Sudden Spoiling	C14	2014-11-08 18:51:23	1
Wake the Dead	C14	2014-11-08 18:51:23	1
Mutilate	C14	2014-11-08 18:51:23	1
Infernal Offering	C14	2014-11-08 18:51:23	1
Aether Snap	C14	2014-11-08 18:51:23	1
Promise of Power	C14	2014-11-08 18:51:23	1
Necromantic Selection	C14	2014-11-08 18:51:24	1
Black Sun's Zenith	C14	2014-11-08 18:51:24	1
Profane Command	C14	2014-11-08 18:51:24	1
Dregs of Sorrow	C14	2014-11-08 18:51:24	1
Jet Medallion	C14	2014-11-08 18:51:24	1
Lashwrithe	C14	2014-11-08 18:51:24	1
Crypt of Agadeem	C14	2014-11-08 18:51:24	1
Swamp	C14	2014-11-08 18:51:24	32
Arcane Lighthouse	C14	2014-11-08 18:51:24	1
Barren Moor	C14	2014-11-08 18:51:24	1
Bojuka Bog	C14	2014-11-08 18:51:24	1
Everglades	C14	2014-11-08 18:51:24	1
Ghost Quarter	C14	2014-11-08 18:51:24	1
Myriad Landscape	C14	2014-11-08 18:51:25	1
Polluted Mire	C14	2014-11-08 18:51:25	1
Vampire Hexmage	C14	2014-11-08 18:51:25	1
Evernight Shade	C14	2014-11-08 18:51:25	1
Nekrataal	C14	2014-11-08 18:51:25	1
Shriekmaw	C14	2014-11-08 18:51:25	1
Gray Merchant of Asphodel	C14	2014-11-08 18:51:25	1
Morkrut Banshee	C14	2014-11-08 18:51:25	1
Phyrexian Gargantua	C14	2014-11-08 18:51:25	1
Tragic Slip	C14	2014-11-08 18:51:26	1
Tendrils of Corruption	C14	2014-11-08 18:51:26	1
Annihilate	C14	2014-11-08 18:51:26	1
Skeletal Scrying	C14	2014-11-08 18:51:26	1
Sign in Blood	C14	2014-11-08 18:51:26	1
Read the Bones	C14	2014-11-08 18:51:26	1
Victimize	C14	2014-11-08 18:51:26	1
Syphon Mind	C14	2014-11-08 18:51:26	1
Dread Return	C14	2014-11-08 18:51:26	1
Burnished Hart	C14	2014-11-08 18:51:26	1
Sol Ring	C14	2014-11-08 18:51:26	1
Charcoal Diamond	C14	2014-11-08 18:51:26	1
Mind Stone	C14	2014-11-08 18:51:27	1
Swiftfoot Boots	C14	2014-11-08 18:51:27	1
Commander's Sphere	C14	2014-11-08 18:51:27	1
Unstable Obelisk	C14	2014-11-08 18:51:27	1
Worn Powerstone	C14	2014-11-08 18:51:27	1
Daretti, Scrap Savant	C14	2014-11-08 18:51:44	1
Feldon of the Third Path	C14	2014-11-08 18:51:44	1
Bosh, Iron Golem	C14	2014-11-08 18:51:44	1
Goblin Welder	C14	2014-11-08 18:51:44	1
Tuktuk the Explorer	C14	2014-11-08 18:51:44	1
Dualcaster Mage	C14	2014-11-08 18:51:44	1
Hoard-Smelter Dragon	C14	2014-11-08 18:51:44	1
Warmonger Hellkite	C14	2014-11-08 18:51:45	1
Tyrant's Familiar	C14	2014-11-08 18:51:45	1
Bogardan Hellkite	C14	2014-11-08 18:51:45	1
Bitter Feud	C14	2014-11-08 18:51:45	1
Impact Resonance	C14	2014-11-08 18:51:45	1
Chaos Warp	C14	2014-11-08 18:51:45	1
Volcanic Offering	C14	2014-11-08 18:51:45	1
Word of Seizing	C14	2014-11-08 18:51:45	1
Magmaquake	C14	2014-11-08 18:51:45	1
Starstorm	C14	2014-11-08 18:51:45	1
Scrap Mastery	C14	2014-11-08 18:51:45	1
Incite Rebellion	C14	2014-11-08 18:51:45	1
Blasphemous Act	C14	2014-11-08 18:51:45	1
Epochrasite	C14	2014-11-08 18:51:46	1
Junk Diver	C14	2014-11-08 18:51:46	1
Solemn Simulacrum	C14	2014-11-08 18:51:46	1
Steel Hellkite	C14	2014-11-08 18:51:46	1
Wurmcoil Engine	C14	2014-11-08 18:51:46	1
Myr Battlesphere	C14	2014-11-08 18:51:46	1
Pentavus	C14	2014-11-08 18:51:46	1
Ruby Medallion	C14	2014-11-08 18:51:46	1
